ID,survey_finish_time,sex,sex2,age,year,location,location2,location3,KLikert,KBinary,KBinaryAll,KExpl,KExplSimple,KProfits,Int,IntUmyślnie,IntCelowo,IntŚwiadomie,Intention,BSądził,BPrzekonany,Aware,Reasons,Condition,Scale,Form,edu
329,257,Mężczyzna,NA,25-34 lata,25,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,-1,-2,-2,1,-1,2,2,2,3,Harm,LIK,AG,Średnie
330,232,Kobieta,NA,18-24 lata,22,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,1,2,1,3,2,0,2,3,3,1,Harm,FC,AG,Średnie
331,525,Kobieta,NA,45-54 lata,53,wieś,NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,3,-3,-3,0,-3,0,-1,3,3,Help,LIK,AG,Zawodowe lub policealne
332,149,Kobieta,NA,45-54 lata,50,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,2,2,2,0,2,0,2,2,2,2,Harm,FC,ST,Wyższe magisterskie
333,232,Kobieta,NA,18-24 lata,23,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,-1,NA,No,Inne,O,3,-2,-2,-1,-1,-1,-1,-1,0,0,Help,LIK,AG,Wyższe licencjackie lub inżynierskie
334,619,Kobieta,NA,45-54 lata,53,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,2,2,2,2,2,2,0,2,2,2,Harm,FC,PR,Wyższe magisterskie
335,778,Kobieta,NA,35-44 lata,40,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,1,1,2,2,3,1,2,2,2,2,Harm,LIK,PR,Wyższe magisterskie
336,244,Mężczyzna,NA,55 lat lub więcej,69,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,-1,-1,-3,1,-2,1,1,1,1,Help,LIK,AG,Wyższe magisterskie
337,159,Kobieta,NA,45-54 lata,47,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Wyższe magisterskie
338,437,Mężczyzna,NA,25-34 lata,31,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,-3,-3,3,-3,-3,-3,-3,3,3,2,Help,FC,PR,Średnie
339,174,Kobieta,NA,55 lat lub więcej,61,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,1,2,0,0,2,2,1,-1,-1,0,Help,FC,ST,Wyższe licencjackie lub inżynierskie
340,225,Mężczyzna,NA,35-44 lata,40,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,0,2,3,2,Help,LIK,PR,Wyższe licencjackie lub inżynierskie
341,137,Kobieta,NA,45-54 lata,49,wieś,NA,NA,-3,NA,No,"Dyrektor nie miał powodów, by sądzić, że wdrożenie programu pomoże środowisku.",R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,PR,Średnie
342,212,Kobieta,NA,25-34 lata,31,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,-3,-3,-3,-3,-3,-3,0,3,3,Help,FC,ST,Wyższe licencjackie lub inżynierskie
343,154,Mężczyzna,NA,25-34 lata,33,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,1,1,1,3,0,1,3,3,1,Harm,LIK,PR,Podstawowe
344,294,Kobieta,NA,25-34 lata,25,wieś,NA,NA,-2,NA,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,3,0,-3,-1,-3,-1,-1,-2,-1,-1,Help,LIK,ST,Zawodowe lub policealne
345,185,Kobieta,NA,45-54 lata,51,wieś,NA,NA,-1,NA,No,"Dyrektor nie był przekonany, że wdrożenie programu pomoże środowisku.",B,2,-1,-1,-1,0,-1,0,-2,-1,0,Help,LIK,PR,Średnie
346,261,Kobieta,NA,55 lat lub więcej,60,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,0,0,0,3,0,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
347,262,Mężczyzna,NA,55 lat lub więcej,60,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,PR,Średnie
348,150,Mężczyzna,NA,35-44 lata,35,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Średnie
349,158,Mężczyzna,NA,55 lat lub więcej,62,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Średnie
350,172,Kobieta,NA,35-44 lata,39,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,-3,-3,-3,2,-3,1,1,3,-3,Help,FC,AG,Wyższe licencjackie lub inżynierskie
351,358,Mężczyzna,NA,55 lat lub więcej,74,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,PR,Średnie
352,172,Mężczyzna,NA,45-54 lata,45,małe miasto (do 20 tys. mieszkańców),NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,2,1,1,0,0,0,0,0,0,1,Help,LIK,AG,Średnie
353,207,Kobieta,NA,18-24 lata,23,wieś,NA,NA,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,-3,-1,-2,-3,-1,-2,0,-1,-1,-1,Help,LIK,PR,Średnie
354,120,Kobieta,NA,25-34 lata,30,wieś,NA,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,0,1,1,-1,1,-1,0,-1,-1,-1,Harm,LIK,AG,Wyższe licencjackie lub inżynierskie
355,140,Mężczyzna,NA,45-54 lata,49,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,-1,0,0,1,0,1,2,0,1,Harm,FC,ST,Wyższe magisterskie
356,158,Mężczyzna,NA,18-24 lata,24,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,-3,3,-3,3,-3,3,3,3,3,Help,LIK,AG,Wyższe licencjackie lub inżynierskie
357,1276,Kobieta,NA,35-44 lata,43,wieś,NA,NA,0,NA,Neither,"Nie było jasne, czy dyrektor zdawał sobie sprawę, czy nie zdawał sobie sprawy, że może pomóc środowisku.",Q,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,AG,Średnie
358,495,Mężczyzna,NA,55 lat lub więcej,56,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,3,0,0,3,0,-3,3,3,3,Harm,FC,ST,Zawodowe lub policealne
359,455,Kobieta,NA,55 lat lub więcej,64,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,3,3,0,3,0,0,0,3,3,Harm,LIK,ST,Średnie
360,230,Kobieta,NA,55 lat lub więcej,61,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,0,0,0,0,0,2,1,1,3,Harm,FC,ST,Wyższe magisterskie
361,260,Mężczyzna,NA,45-54 lata,50,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,-2,3,3,3,-2,0,3,3,3,Harm,LIK,PR,Średnie
362,139,Kobieta,NA,18-24 lata,24,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się polepszyć.",Q,3,-3,-2,-3,-1,-3,-2,-3,0,1,Help,LIK,ST,Średnie
363,175,Kobieta,NA,45-54 lata,53,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Harm,FC,ST,Średnie
364,507,Mężczyzna,NA,45-54 lata,49,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu pomoże środowisku.",B,3,2,-3,-2,-1,-3,0,-1,1,2,Help,FC,PR,Wyższe magisterskie
365,254,Kobieta,NA,55 lat lub więcej,56,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,1,1,1,-1,1,-1,1,0,1,2,Help,LIK,PR,Wyższe magisterskie
366,514,Mężczyzna,NA,55 lat lub więcej,55,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,-3,NA,No,Inne,O,2,-1,-2,-1,2,-1,3,3,3,3,Harm,LIK,PR,Wyższe magisterskie
367,241,Kobieta,NA,55 lat lub więcej,59,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,2,2,2,3,3,3,2,3,3,Harm,FC,AG,Zawodowe lub policealne
368,225,Mężczyzna,NA,55 lat lub więcej,62,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,-2,NA,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,2,-1,0,-2,0,0,1,1,0,0,Help,LIK,ST,Średnie
369,501,Mężczyzna,NA,45-54 lata,51,wieś,NA,NA,-1,NA,No,"Dyrektor nie był przekonany, że wdrożenie programu pomoże środowisku.",B,3,1,2,-1,-1,-1,0,0,1,0,Help,LIK,PR,Średnie
370,321,Mężczyzna,NA,55 lat lub więcej,58,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może zaszkodzić środowisku.",Q,3,-2,-2,-2,0,-2,-2,-2,-3,-3,Harm,FC,PR,Wyższe magisterskie
371,328,Mężczyzna,NA,55 lat lub więcej,75,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,3,3,3,3,3,-3,3,3,3,Harm,LIK,ST,Wyższe licencjackie lub inżynierskie
372,204,Mężczyzna,NA,55 lat lub więcej,74,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,2,2,1,2,2,2,3,3,3,Harm,LIK,AG,Średnie
373,299,Mężczyzna,NA,55 lat lub więcej,58,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Wyższe magisterskie
374,350,Mężczyzna,NA,55 lat lub więcej,67,wieś,NA,NA,3,NA,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się pogorszy.",R,3,-3,-3,-3,3,-3,2,2,3,3,Harm,LIK,ST,Wyższe licencjackie lub inżynierskie
375,189,Mężczyzna,NA,25-34 lata,33,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,-3,2,-3,2,-3,0,3,3,0,Harm,LIK,ST,Wyższe magisterskie
376,255,Kobieta,NA,55 lat lub więcej,71,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,0,3,3,3,3,3,3,3,3,Harm,FC,PR,Średnie
377,172,Mężczyzna,NA,45-54 lata,54,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się polepszy.",B,1,-2,0,0,-2,1,-1,-1,-1,-1,Help,FC,ST,Wyższe magisterskie
378,341,Kobieta,NA,55 lat lub więcej,67,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,2,3,3,3,3,Harm,FC,PR,Zawodowe lub policealne
379,240,Mężczyzna,NA,35-44 lata,41,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,0,3,3,3,3,3,3,3,3,Harm,LIK,AG,Wyższe licencjackie lub inżynierskie
380,383,Mężczyzna,NA,55 lat lub więcej,74,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,1,1,1,-1,-1,-1,0,-1,0,1,Help,FC,AG,Zawodowe lub policealne
381,2344,Kobieta,NA,35-44 lata,38,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,3,2,2,3,3,3,2,3,3,Harm,LIK,ST,Średnie
382,128,Kobieta,NA,25-34 lata,33,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,2,-3,-3,-3,1,-3,1,1,2,1,Help,FC,PR,Wyższe magisterskie
383,244,Mężczyzna,NA,45-54 lata,49,wieś,NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że pomoże środowisku.",R,3,3,-2,-3,-2,-3,-2,-3,0,-3,Help,FC,AG,Zawodowe lub policealne
384,266,Mężczyzna,NA,45-54 lata,50,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,1,-3,-3,-2,-3,1,-3,1,1,Help,FC,PR,Wyższe licencjackie lub inżynierskie
385,584,Kobieta,NA,55 lat lub więcej,71,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,3,3,3,3,3,3,0,3,3,3,Harm,FC,PR,Zawodowe lub policealne
386,207,Mężczyzna,NA,18-24 lata,20,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,0,0,1,0,-1,1,1,-1,-1,1,Harm,FC,ST,Średnie
387,182,Mężczyzna,NA,55 lat lub więcej,70,wieś,NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,3,1,-1,-1,-1,-1,1,1,1,1,Help,LIK,AG,Zawodowe lub policealne
388,280,Kobieta,NA,55 lat lub więcej,56,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,-3,NA,No,"Dyrektor nie zdawał sobie sprawy, że stan środowiska może się polepszyć.",Q,3,-3,3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,ST,Średnie
389,214,Kobieta,NA,25-34 lata,31,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie był przekonany, że stan środowiska się polepszy.",B,3,-2,-2,-2,-3,-2,-1,-2,-2,-2,Help,FC,ST,Wyższe licencjackie lub inżynierskie
390,165,Kobieta,NA,25-34 lata,29,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,2,-1,2,3,0,0,1,3,3,Harm,FC,ST,Średnie
391,276,Mężczyzna,NA,45-54 lata,51,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,0,NA,Neither,"Nie było jasne, czy dyrektor zdawał sobie sprawę, czy nie zdawał sobie sprawy, że może pomóc środowisku.",Q,3,-2,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,AG,Wyższe magisterskie
392,216,Kobieta,NA,25-34 lata,25,wieś,NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że stan środowiska się polepszy.",R,3,-2,0,-2,0,-2,1,0,2,1,Help,FC,ST,Średnie
393,338,Kobieta,NA,55 lat lub więcej,64,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,Inne,O,3,3,0,-3,-3,0,0,0,0,1,Help,FC,ST,Zawodowe lub policealne
394,166,Mężczyzna,NA,55 lat lub więcej,56,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,0,0,0,0,2,3,3,3,Harm,FC,AG,Średnie
395,263,Kobieta,NA,55 lat lub więcej,66,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,AG,Zawodowe lub policealne
396,225,Kobieta,NA,35-44 lata,44,wieś,NA,NA,1,NA,Yes,"Dyrektor zdawał sobie sprawę, że może pomóc środowisku.",Q,0,0,1,1,0,1,0,1,1,1,Help,LIK,AG,Zawodowe lub policealne
397,254,Mężczyzna,NA,55 lat lub więcej,65,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,3,0,0,0,3,3,3,3,3,Harm,LIK,ST,Średnie
398,204,Mężczyzna,NA,25-34 lata,25,wieś,NA,NA,NA,0,No,"Dyrektor nie miał powodów, by sądzić, że pomoże środowisku.",R,3,-1,-2,-2,-2,-2,-3,-3,-1,-2,Help,FC,AG,Zawodowe lub policealne
399,602,Kobieta,NA,25-34 lata,27,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,3,3,3,3,3,3,3,3,3,3,Harm,LIK,AG,Wyższe magisterskie
400,207,Kobieta,NA,25-34 lata,28,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Help,FC,PR,Średnie
401,242,Mężczyzna,NA,25-34 lata,34,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,0,0,0,1,-1,2,1,3,2,Harm,FC,PR,Wyższe licencjackie lub inżynierskie
402,265,Kobieta,NA,55 lat lub więcej,64,wieś,NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że stan środowiska może się pogorszyć.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,ST,Średnie
403,329,Mężczyzna,NA,25-34 lata,31,wieś,NA,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,2,2,1,2,3,2,2,2,3,Harm,FC,ST,Zawodowe lub policealne
404,160,Kobieta,NA,25-34 lata,26,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,3,NA,Yes,"Dyrektor był przekonany, że zaszkodzi środowisku.",B,1,2,3,2,2,3,3,3,3,3,Harm,LIK,AG,Zawodowe lub policealne
405,218,Kobieta,NA,25-34 lata,27,wieś,NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,3,-3,-1,-3,-3,-3,-3,-3,2,0,Help,FC,AG,Wyższe licencjackie lub inżynierskie
406,153,Kobieta,NA,45-54 lata,48,małe miasto (do 20 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor był przekonany, że wdrożenie programu zaszkodzi środowisku.",B,2,0,2,2,2,1,1,2,2,2,Harm,LIK,PR,Wyższe magisterskie
407,737,Mężczyzna,NA,25-34 lata,30,wieś,NA,NA,-1,NA,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,0,-3,-3,-2,-3,-3,-2,-3,-2,-2,Help,LIK,AG,Wyższe licencjackie lub inżynierskie
408,1010,Kobieta,NA,55 lat lub więcej,55,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,0,NA,Neither,"Nie było jasne, czy dyrektor był, czy nie był przekonany, że stan środowiska się polepszy.",B,1,1,1,-1,-1,0,-1,-1,0,0,Help,LIK,ST,Zawodowe lub policealne
409,217,Kobieta,NA,25-34 lata,34,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,0,No,Inne,O,1,0,0,0,0,0,0,0,0,0,Help,FC,ST,Wyższe licencjackie lub inżynierskie
410,397,Mężczyzna,NA,55 lat lub więcej,60,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,FC,PR,Średnie
411,286,Mężczyzna,NA,55 lat lub więcej,55,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Średnie
412,229,Kobieta,NA,35-44 lata,35,wieś,NA,NA,0,NA,Neither,"Nie było jasne, czy dyrektor zdawał sobie sprawę, czy nie zdawał sobie sprawy, że stan środowiska może się polep",Q,2,1,1,1,1,2,1,1,1,1,Help,LIK,ST,Zawodowe lub policealne
413,149,Mężczyzna,NA,55 lat lub więcej,56,średnie miasto (od 20 do 99 tys. mieszkańców),20 – 49 tys. mieszkańców,NA,2,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,0,1,0,0,0,-3,0,0,2,0,Help,LIK,PR,Średnie
414,186,Kobieta,NA,55 lat lub więcej,63,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,2,2,0,-1,2,-2,2,2,3,2,Harm,LIK,PR,Średnie
415,172,Kobieta,NA,45-54 lata,54,średnie miasto (od 20 do 99 tys. mieszkańców),50 – 99 tys. mieszkańców,NA,-2,NA,No,"Dyrektor nie był przekonany, że wdrożenie programu pomoże środowisku.",B,1,1,1,0,1,1,1,1,1,1,Help,LIK,PR,Wyższe licencjackie lub inżynierskie
416,536,Mężczyzna,NA,55 lat lub więcej,64,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,-3,NA,No,Inne,O,1,0,-3,-3,-3,-3,0,-3,-3,-3,Help,LIK,ST,Wyższe magisterskie
417,1442,Mężczyzna,NA,18-24 lata,22,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,2,NA,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,3,2,0,1,0,0,1,1,1,2,Harm,LIK,PR,Średnie
418,189,Kobieta,NA,25-34 lata,27,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,-3,-3,-3,-3,-3,0,3,3,3,Help,FC,PR,Wyższe magisterskie
419,205,Mężczyzna,NA,18-24 lata,23,małe miasto (do 20 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,3,2,3,3,3,3,0,2,3,3,Harm,FC,ST,Średnie
420,420,Mężczyzna,NA,35-44 lata,36,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że zaszkodzi środowisku.",R,1,1,2,1,1,2,1,1,1,1,Harm,FC,AG,Zawodowe lub policealne
421,341,Kobieta,NA,55 lat lub więcej,57,duże miasto (od 100 do 500 tys. mieszkańców),NA,100 – 200 tys. mieszkańców,NA,1,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,-1,-1,-1,-1,-1,3,3,3,3,Harm,FC,PR,Wyższe magisterskie
422,154,Mężczyzna,NA,45-54 lata,46,wieś,NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że wdrożenie programu zaszkodzi środowisku.",R,3,3,3,3,3,3,3,3,3,3,Harm,FC,PR,Podstawowe
423,279,Kobieta,NA,55 lat lub więcej,60,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może zaszkodzić środowisku.",Q,3,3,0,3,3,-3,1,1,3,3,Harm,LIK,PR,Zawodowe lub policealne
424,945,Kobieta,NA,55 lat lub więcej,73,wieś,NA,NA,3,NA,Yes,"Dyrektor zdawał sobie sprawę, że wdrożenie programu może pomóc środowisku.",Q,3,0,-2,-3,-2,-3,2,3,3,2,Help,LIK,PR,Wyższe magisterskie
425,287,Mężczyzna,NA,55 lat lub więcej,59,wieś,NA,NA,NA,1,Yes,"Dyrektor miał powody, by sądzić, że pomoże środowisku.",R,2,2,2,1,1,1,2,1,2,2,Help,FC,AG,Średnie
426,349,Mężczyzna,NA,55 lat lub więcej,70,duże miasto (od 100 do 500 tys. mieszkańców),NA,200 – 500 tys. mieszkańców,0,NA,Neither,"Nie było jasne, czy dyrektor był, czy nie był przekonany, że pomoże środowisku.",B,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,Help,LIK,AG,Wyższe magisterskie
427,288,Kobieta,NA,35-44 lata,41,wieś,NA,NA,3,NA,Yes,"Dyrektor był przekonany, że stan środowiska się pogorszy.",B,1,1,3,2,3,1,-3,3,3,3,Harm,LIK,ST,Wyższe licencjackie lub inżynierskie
428,870,Kobieta,NA,55 lat lub więcej,70,wielkie miasto (powyżej 500 tys. mieszkańców),NA,NA,NA,0,No,"Dyrektor nie zdawał sobie sprawy, że może pomóc środowisku.",Q,3,3,2,-3,-3,-3,-3,-2,0,0,Help,FC,AG,Wyższe magisterskie
